UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_Difference,Power,Wear_Rate,Temp_Ratio,Torque_RPM_Ratio,High_Wear,High_Temp
42,L47221,0,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,10.300000000000011,69494.4,0.08400292184075968,1.034471218206158,0.03710737764791819,0,0
43,M14902,1,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,10.300000000000011,67168.8,0.08546384222059898,1.034471218206158,0.03586559532505479,0,0
44,H29457,2,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,10.399999999999977,66542.0,0.08739985433357611,1.034805890227577,0.035324107793153675,0,0
45,M14904,1,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,10.300000000000011,69920.0,0.08486082824168364,1.034471218206158,0.032247114731839784,0,0
46,L47225,0,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,10.300000000000011,73109.90000000001,0.08590604026845637,1.034471218206158,0.03295302013422819,0,0
47,M14906,1,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,10.300000000000011,47549.4,0.07049891540130152,1.0344827586206897,0.013991323210412148,0,0
48,L47227,0,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,10.300000000000011,65653.4,0.09372797744890768,1.034471218206158,0.03262861169837914,0,0
49,H29462,2,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,10.399999999999977,76807.5,0.09467040673211781,1.034805890227577,0.037798036465638146,0,0
50,M14909,1,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,10.300000000000011,62269.200000000004,0.09907997169143666,1.0344596855135497,0.031210191082802548,0,0
51,L47230,0,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,10.200000000000045,13160.599999999999,0.04996505939902166,1.0341251254600203,0.0016072676450034939,0,0
52,L47231,0,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,10.200000000000045,75926.7,0.10476878612716763,1.0341251254600203,0.039667630057803466,0,0
53,H29466,2,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,10.199999999999989,65568.59999999999,0.09813084112149532,1.034136546184739,0.029238985313751666,0,0
54,L47233,0,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,10.300000000000011,54931.5,0.0970625798212005,1.0344827586206897,0.022413793103448276,1,0
55,L47234,0,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,10.300000000000011,50899.100000000006,0.09101654846335698,1.0344827586206897,0.017789598108747046,1,0
56,L47235,0,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,10.300000000000011,61538.4,0.10310641110376735,1.034471218206158,0.026900198281559817,1,0
57,L47236,0,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,10.300000000000011,62624.799999999996,0.10690121786197564,1.034471218206158,0.02868741542625169,1,0
58,L47237,0,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,10.300000000000011,60973.899999999994,0.10568031704095113,1.034471218206158,0.026618229854689562,1,0
59,M14918,1,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,10.199999999999989,48999.5,0.09747292418772563,1.034136546184739,0.017749699157641397,1,0
60,L47239,0,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,10.300000000000011,74963.2,0.11965192168237854,1.034471218206158,0.03944887599709935,1,0
61,L47240,0,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,10.300000000000011,73271.8,0.11979913916786226,1.034471218206158,0.03773314203730273,1,0
62,M14921,1,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,10.199999999999989,60814.4,0.10608913998744507,1.034136546184739,0.023979912115505337,1,0
63,L47242,0,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,10.199999999999989,41884.1,0.09398907103825137,1.034136546184739,0.012513661202185791,1,0
64,M14923,1,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,10.100000000000023,46930.799999999996,0.09597352454495311,1.0337905654064905,0.014285714285714285,1,0
65,L47244,0,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,10.100000000000023,58787.8,0.11614173228346457,1.0337792642140469,0.025328083989501312,1,0
66,L47245,0,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,10.100000000000023,62869.4,0.12831541218637993,1.0337792642140469,0.03232974910394265,1,0
67,M14926,1,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,10.0,48187.299999999996,0.10773809523809524,1.033456005352961,0.017083333333333332,1,0
68,H29481,2,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,10.099999999999966,64650.6,0.125426039536469,1.03380187416332,0.030061349693251534,1,0
69,L47248,0,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,10.099999999999966,49474.799999999996,0.12369109947643979,1.03380187416332,0.021204188481675393,1,0
70,L47249,0,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,10.100000000000023,92637.0,0.13536498936924168,1.0337905654064905,0.046562721474131825,1,0
71,M14930,1,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,10.100000000000023,43482.4,0.10025974025974026,1.0337905654064905,0.011740259740259742,1,0
72,L47251,0,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,10.200000000000045,66066.0,0.1348933241569167,1.0341251254600203,0.03131452167928424,1,0
73,L47252,0,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,10.200000000000045,60783.6,0.14452554744525548,1.0341251254600203,0.03240875912408759,1,0
74,L47253,0,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,10.100000000000023,55720.0,0.12554927809165098,1.0337792642140469,0.02197112366603892,1,0
75,L47254,0,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,10.100000000000023,51712.299999999996,0.12609238451935081,1.0337905654064905,0.02016229712858926,1,0
76,L47255,0,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,10.099999999999966,64399.3,0.14782608695652175,1.03380187416332,0.03384057971014493,1,0
77,L47256,0,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,10.099999999999966,69981.9,0.1409028727770178,1.03380187416332,0.03276333789329685,1,0
78,L47257,0,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,10.099999999999966,60091.49999999999,0.14285714285714285,1.03380187416332,0.028365384615384612,1,0
79,L47258,0,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,10.099999999999966,71997.0,0.0,1.03380187416332,0.0368120085775554,0,0
80,L47259,0,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,10.099999999999966,53135.799999999996,0.0014255167498218105,1.03380187416332,0.027013542409123306,0,0
81,H29494,2,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,10.0,72105.5,0.0027662517289073307,1.033467202141901,0.03450899031811895,0,0
82,L47261,0,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,10.0,68875.0,0.006202618883528601,1.033456005352961,0.03273604410751206,0,0
83,L47262,0,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,10.0,59282.399999999994,0.007565337001375516,1.033456005352961,0.028060522696011003,0,0
84,L47263,0,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,10.0,58906.9,0.008843537414965987,1.0334448160535117,0.027278911564625852,0,0
85,L47264,0,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,10.0,67687.2,0.010541110330288124,1.033456005352961,0.033450456781447646,0,0
86,M14945,1,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,10.0,48347.200000000004,0.009418282548476454,1.0334448160535117,0.014847645429362882,0,0
87,H29500,2,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,10.0,63040.4,0.013917884481558803,1.0334448160535117,0.030549756437021573,0,0
88,L47267,0,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,10.0,49099.200000000004,0.016181229773462782,1.0334448160535117,0.02058252427184466,0,0
89,M14948,1,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,10.0,64138.8,0.019014084507042252,1.0334448160535117,0.03183098591549296,0,0
90,M14949,1,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,10.0,58736.5,0.020161290322580645,1.033456005352961,0.026545698924731184,0,0
91,L47270,0,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,10.0,45227.4,0.018814139110604332,1.033456005352961,0.014709236031927024,0,0
92,L47271,0,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,10.0,45567.0,0.019115237575095576,1.033456005352961,0.013599126160567994,0,0
93,M14952,1,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,10.0,46801.700000000004,0.02141203703703704,1.033456005352961,0.01568287037037037,0,0
94,L47273,0,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,9.899999999999977,62350.0,0.027567195037904894,1.033099297893681,0.029634734665747762,0,0
95,L47274,0,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,9.899999999999977,51741.799999999996,0.025878003696857672,1.0331103678929765,0.019654959950708564,0,0
96,M14955,1,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,10.0,70522.2,0.03254437869822485,1.0334448160535117,0.038609467455621306,0,0
97,M14956,1,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,10.0,55597.49999999999,0.02982233502538071,1.0334448160535117,0.022398477157360406,0,0
98,M14957,1,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,10.0,52325.0,0.028555111364934323,1.033456005352961,0.017075956596230724,0,0
99,L47278,0,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,9.900000000000034,49998.3,0.034640522875816995,1.0331214452994313,0.021372549019607844,0,0
100,L47279,0,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,10.0,67621.2,0.03608923884514436,1.033467202141901,0.029133858267716535,0,0
101,L47280,0,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,10.099999999999966,46300.0,0.03076092822450081,1.03380187416332,0.013491635186184566,0,0
102,L47281,0,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,10.0,41213.7,0.02961847389558233,1.033467202141901,0.01039156626506024,0,0
103,L47282,0,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,10.0,63133.0,0.03920308483290488,1.033467202141901,0.02609254498714653,0,0
104,M14963,1,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,10.0,58360.5,0.043689320388349516,1.033467202141901,0.02808599167822469,0,0
105,L47284,0,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,9.899999999999977,62930.0,0.04548587181254307,1.033132530120482,0.02991040661612681,0,0
106,L47285,0,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,9.899999999999977,49480.100000000006,0.04271356783919598,1.033132530120482,0.019535175879396984,0,0
107,L47286,0,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999977,70082.5,0.048409405255878286,1.033132530120482,0.03354080221300138,0,0
108,M14967,1,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,70059.59999999999,0.04806408544726302,1.033467202141901,0.031241655540720958,0,0
109,H29522,2,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,9.900000000000034,53006.700000000004,0.04623921085080148,1.0331214452994313,0.020160295930949448,0,0
110,L47289,0,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,9.800000000000011,53605.200000000004,0.0508582326764145,1.0327868852459017,0.02167832167832168,0,0
111,L47290,0,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,42120.0,0.04378003203416978,1.0327978580990629,0.01201281366791244,0,0
112,H29525,2,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,9.900000000000034,65206.5,0.056,1.0331436223635757,0.029,0,0
113,M14972,1,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999977,59171.0,0.059372915276851235,1.033132530120482,0.026350900600400268,0,0
114,M14973,1,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,9.800000000000011,62263.4,0.06186953597848016,1.0327978580990629,0.028177538668459987,0,0
115,L47294,0,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,9.800000000000011,49392.0,0.05651397977394408,1.0327978580990629,0.017489589530041642,0,0
116,L47295,0,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,65396.700000000004,0.06773743016759777,1.0327978580990629,0.031913407821229055,0,0
117,L47296,0,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,53332.4,0.06325878594249201,1.0327868852459017,0.021789137380191694,0,0
118,L47297,0,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,9.800000000000011,52767.0,0.063125,1.0327978580990629,0.020625,0,0
119,M14978,1,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,47966.700000000004,0.06030444964871194,1.0327978580990629,0.016451990632318503,0,0
120,L47299,0,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,59706.9,0.07220708446866485,1.032808838299297,0.02772479564032698,0,0
121,L47300,0,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,9.800000000000011,64055.100000000006,0.07531380753138076,1.0327868852459017,0.031171548117154814,0,0
122,L47301,0,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,64189.600000000006,0.07055805003207184,1.0327868852459017,0.026427196921103274,0,0
123,L47302,0,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,66417.0,0.08543096872616324,1.0327759197324415,0.03867276887871854,0,0
124,L47303,0,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,67096.4,0.07369101486748546,1.0327868852459017,0.028054298642533934,0,0
125,L47304,0,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,50773.799999999996,0.06712962962962964,1.0327868852459017,0.017013888888888887,0,0
126,L47305,0,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000045,50232.00000000001,0.07559256886611147,1.0324523251923723,0.020627802690582963,0,0
127,L47306,0,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000023,80404.5,0.09022556390977443,1.0321070234113714,0.04548872180451128,0,0
128,L47307,0,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000045,65704.5,0.08628005657708628,1.0324523251923723,0.03288543140028288,0,0
129,L47308,0,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000023,61258.200000000004,0.07808564231738035,1.0321070234113714,0.02430730478589421,0,0
130,L47309,0,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000023,53473.7,0.08076923076923077,1.0321177651388425,0.021987179487179487,0,0
131,L47310,0,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,60540.3,0.08683853459972862,1.0321285140562249,0.027883310719131617,0,0
132,L47311,0,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,48114.9,0.07479861910241657,1.0321285140562249,0.015937859608745684,0,0
133,M14992,1,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,62251.200000000004,0.09153952843273232,1.0324740542350184,0.02995839112343967,0,0
134,M14993,1,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,9.699999999999989,70928.0,0.09433962264150944,1.0324740542350184,0.03466107617051013,0,0
135,L47314,0,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,9.599999999999966,72557.0,0.10072992700729927,1.0321285140562249,0.03868613138686131,0,0
136,M14995,1,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,48763.5,0.08177570093457943,1.0324631860776439,0.01664719626168224,0,0
137,H29550,2,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,9.800000000000011,64894.00000000001,0.10063335679099226,1.032808838299297,0.03216045038705138,0,0
138,L47317,0,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,9.900000000000034,71724.09999999999,0.1140215716486903,1.0331436223635757,0.0426040061633282,0,0
139,H29552,2,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,9.800000000000011,71580.59999999999,0.10344827586206896,1.0327978580990629,0.03406896551724138,0,0
140,L47319,0,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,9.800000000000011,70754.4,0.12214342001576044,1.0327978580990629,0.04397163120567376,1,0
141,L47320,0,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,9.800000000000011,54547.1,0.10383597883597884,1.0327978580990629,0.023875661375661376,1,0
142,L47321,0,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,9.800000000000011,54348.8,0.1029126213592233,1.032808838299297,0.0227831715210356,1,0
143,M15002,1,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,9.799999999999955,50139.6,0.09050028105677346,1.0328198258539851,0.015851602023608767,1,0
144,H29557,2,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,9.799999999999955,71053.5,0.11647727272727272,1.0328198258539851,0.03586647727272727,1,0
145,M15004,1,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,9.799999999999955,58978.4,0.12140804597701149,1.0328198258539851,0.03045977011494253,1,0
146,L47325,0,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,9.899999999999977,50836.8,0.11360634081902246,1.0331658291457286,0.022192866578599736,1,0
147,H29560,2,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,9.899999999999977,58193.200000000004,0.1078735275883447,1.0331658291457286,0.022380657160570368,1,0
148,L47327,0,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,10.0,60751.5,0.11807387862796834,1.0335120643431635,0.02645118733509235,1,0
149,M15008,1,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,10.0,66192.0,0.13115942028985508,1.0335232986925913,0.034782608695652174,1,0
150,L47329,0,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,9.900000000000034,58772.7,0.1248303934871099,1.033176943699732,0.027069199457259156,1,0
151,L47330,0,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,9.900000000000034,60719.4,0.13070976809557272,1.033176943699732,0.03000702740688686,1,0
152,M15011,1,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,9.800000000000011,55008.8,0.1284153005464481,1.0328418230563003,0.02568306010928962,1,0
153,M15012,1,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,9.800000000000011,64944.0,0.12050473186119874,1.0328418230563003,0.025867507886435333,1,0
154,L47333,0,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,9.800000000000011,49950.0,0.10480821177741761,1.0328418230563003,0.014586709886547812,1,0
155,L47334,0,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,9.800000000000011,55313.600000000006,0.12818835840418574,1.0328418230563003,0.023675604970569,1,0
156,H29569,2,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,9.800000000000011,39342.6,0.09959758551307847,1.0328418230563003,0.009959758551307847,1,0
157,M15016,1,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,9.700000000000045,68770.0,0.1356951871657754,1.0325067024128687,0.03074866310160428,1,0
158,H29571,2,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,9.800000000000011,64293.0,0.13928329952670723,1.0328418230563003,0.029411764705882353,1,0
159,M15018,1,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,9.800000000000011,59960.0,0.14066666666666666,1.0328418230563003,0.02666666666666667,1,0
160,L47339,0,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,9.800000000000011,69137.0,0.1453804347826087,1.0328418230563003,0.03192934782608696,1,0
161,L47340,0,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,9.800000000000011,77817.40000000001,0.16835541699142634,1.0328418230563003,0.04731098986749805,1,0
162,L47341,0,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,9.800000000000011,73847.59999999999,0.1542816702052371,1.0328528327187396,0.03701344656758669,1,0
163,L47342,0,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,9.800000000000011,56303.0,0.0,1.0328528327187396,0.02236925015752993,0,0
164,M15023,1,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,9.800000000000011,64298.399999999994,0.0013614703880190605,1.0328418230563003,0.029816201497617423,0,0
165,M15024,1,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,9.800000000000011,62784.0,0.0034698126301179735,1.0328308207705192,0.030256766134628733,0,0
166,L47345,0,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,9.899999999999977,45058.0,0.00461361014994233,1.0331658291457286,0.014994232987312572,0,0
167,H29580,2,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,9.800000000000011,52551.200000000004,0.006199628022318661,1.0328418230563003,0.020210787352758837,0,0
168,H29581,2,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,9.900000000000034,62548.2,0.01028101439342015,1.033176943699732,0.02940370116518163,0,0
169,L47348,0,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,9.900000000000034,89275.9,0.01394700139470014,1.033176943699732,0.04344490934449093,0,0
170,L47349,0,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,9.900000000000034,77893.8,0.016679302501895376,1.033176943699732,0.04480667172100076,0,0
